employee_id,org_id,team_id,store_id,city_id,employee_name,role,manager_employee_id,employment_type,shift_type,tenure_months,base_monthly_salary_inr,productivity_score,attendance_risk_score,active_flag
34,1,7,,2,Jyoti Pandya,escalation_specialist,28,full_time,swing,48,49709,0.83,0.06,true
35,1,7,,2,Daksha Mallick,escalation_specialist,28,full_time,day,28,31376,0.95,0.08,true
36,1,7,,2,Jagdish Soni,escalation_specialist,28,full_time,swing,47,40172,0.89,0.08,true
37,1,7,,2,Panini Naik,escalation_specialist,28,full_time,swing,47,32320,1.01,0.16,true
38,1,7,,2,Anvi Arora,escalation_specialist,28,full_time,swing,7,50570,0.81,0.07,true
39,1,7,,2,Edhitha Krish,escalation_specialist,28,full_time,day,44,31552,0.94,0.08,true
40,1,7,,2,Indali Wali,escalation_specialist,28,full_time,swing,29,30529,0.87,0.08,true
41,1,8,,3,Mitali Loyal,city_ops_manager,1,full_time,day,41,113956,1.0,0.07,true
42,1,9,,3,Rajata Barad,escalations_manager,41,full_time,day,47,92019,0.97,0.11,true
43,1,8,,3,Faris Kamdar,city_ops_analyst,41,full_time,day,29,51307,0.92,0.07,true
44,1,8,,3,Deepa Kala,city_ops_analyst,41,full_time,day,28,44656,0.92,0.08,true
45,1,8,,3,Bishakha Kapoor,city_ops_analyst,41,full_time,day,5,65055,0.87,0.13,true
46,1,8,,3,Utkarsh Bhandari,city_ops_analyst,41,full_time,day,26,44436,0.98,0.12,true
47,1,8,,3,Saumya Virk,city_ops_analyst,41,full_time,day,4,48453,1.05,0.12,true
48,1,9,,3,Tejas Dar,escalation_specialist,42,full_time,day,21,37822,0.97,0.16,true
49,1,9,,3,Ekaraj Johal,escalation_specialist,42,full_time,day,6,49778,0.87,0.13,true
50,1,9,,3,Ishanvi Chandra,escalation_specialist,42,full_time,day,19,40953,0.94,0.07,true
51,1,9,,3,Chaman Arya,escalation_specialist,42,full_time,day,10,36852,1.04,0.12,true
52,1,9,,3,Udant Bera,escalation_specialist,42,full_time,day,33,40955,0.81,0.11,true
53,1,9,,3,Radhika Nayar,escalation_specialist,42,full_time,swing,22,49652,0.91,0.12,true
54,1,10,,4,Anamika Nagi,city_ops_manager,1,full_time,day,50,149514,0.92,0.06,true
55,1,11,,4,Bhavani Varty,escalations_manager,54,full_time,day,1,118942,0.92,0.11,true
56,1,10,,4,Ekalinga Hayre,city_ops_analyst,54,full_time,day,35,51099,0.86,0.06,true
57,1,10,,4,Abhiram Pant,city_ops_analyst,54,full_time,day,40,41702,1.06,0.05,true
58,1,10,,4,Eta Dave,city_ops_analyst,54,full_time,day,27,51727,1.07,0.13,true
59,1,10,,4,Zinal Tandon,city_ops_analyst,54,full_time,day,4,51386,0.96,0.1,true
60,1,11,,4,Ishita Wagle,escalation_specialist,55,full_time,day,14,43754,0.82,0.12,true
61,1,11,,4,Samaksh Baral,escalation_specialist,55,full_time,day,47,38977,0.81,0.1,true
62,1,11,,4,Tara Narang,escalation_specialist,55,full_time,swing,46,42698,1.01,0.16,true
63,1,11,,4,Jonathan Sodhi,escalation_specialist,55,full_time,day,29,44514,0.95,0.11,true
64,1,11,,4,Nachiket Bhasin,escalation_specialist,55,full_time,day,50,40720,0.96,0.06,true
65,1,11,,4,Chaitaly Dhar,escalation_specialist,55,full_time,swing,3,41327,1.0,0.15,true
66,1,11,,4,Yug Badami,escalation_specialist,55,full_time,day,34,45339,0.95,0.13,true
67,1,12,,5,Bachittar Kota,city_ops_manager,1,full_time,day,48,126643,1.11,0.09,true
68,1,13,,5,Banjeet Hora,escalations_manager,67,full_time,day,38,101828,0.99,0.06,true
69,1,12,,5,Alexander Issac,city_ops_analyst,67,full_time,day,38,57627,0.96,0.06,true
70,1,12,,5,Vinaya Edwin,city_ops_analyst,67,full_time,day,22,57845,1.06,0.05,true
71,1,12,,5,Michael Gulati,city_ops_analyst,67,full_time,day,13,48465,0.9,0.11,true
72,1,12,,5,Qasim Bajaj,city_ops_analyst,67,full_time,day,20,54148,0.84,0.08,true
73,1,13,,5,Eshana Gopal,escalation_specialist,68,full_time,swing,37,46449,0.82,0.12,true
74,1,13,,5,Omkaar Sharma,escalation_specialist,68,full_time,day,50,47959,1.05,0.08,true
75,1,13,,5,Peter Buch,escalation_specialist,68,full_time,swing,25,42016,0.96,0.06,true
76,1,13,,5,Vritti Kar,escalation_specialist,68,full_time,swing,29,34350,0.84,0.05,true
77,1,13,,5,Jeremiah Sundaram,escalation_specialist,68,full_time,swing,44,28965,0.84,0.09,true
78,1,13,,5,Max Kurian,escalation_specialist,68,full_time,swing,5,34528,0.82,0.07,true
79,1,13,,5,Maya Mutti,escalation_specialist,68,full_time,swing,18,51238,0.91,0.14,true
80,1,13,,5,Megha Balay,escalation_specialist,68,full_time,swing,24,43728,1.05,0.08,true
81,1,13,,5,Priya Rama,escalation_specialist,68,full_time,day,45,47623,0.97,0.08,true
82,1,14,,6,Libni Koshy,city_ops_manager,1,full_time,day,43,147495,1.09,0.09,true
83,1,15,,6,Frederick Bassi,escalations_manager,82,full_time,day,38,89411,1.0,0.06,true
84,1,14,,6,Waida Varughese,city_ops_analyst,82,full_time,day,12,44460,1.03,0.09,true
85,1,14,,6,Saksham Padmanabhan,city_ops_analyst,82,full_time,day,52,43254,0.9,0.11,true
86,1,14,,6,Jagvi Kota,city_ops_analyst,82,full_time,day,15,47311,0.86,0.06,true
87,1,14,,6,Raagini Nadig,city_ops_analyst,82,full_time,day,2,46500,0.89,0.12,true
88,1,14,,6,William Solanki,city_ops_analyst,82,full_time,day,22,56452,0.86,0.06,true
89,1,15,,6,Bachittar Cheema,escalation_specialist,83,full_time,swing,1,47464,0.79,0.09,true
90,1,15,,6,Falak Dar,escalation_specialist,83,full_time,swing,48,44750,0.82,0.06,true
91,1,15,,6,Faris Borah,escalation_specialist,83,full_time,day,40,34840,0.83,0.05,true
92,1,15,,6,Tanmayi Edwin,escalation_specialist,83,full_time,swing,20,40658,0.96,0.12,true
93,1,15,,6,Rachit Badami,escalation_specialist,83,full_time,swing,27,42591,0.82,0.13,true
94,1,15,,6,Saksham Narang,escalation_specialist,83,full_time,day,44,51100,0.91,0.06,true
95,1,15,,6,Nitara Natt,escalation_specialist,83,full_time,swing,3,40952,0.86,0.1,true
96,1,15,,6,Ojas Srivastava,escalation_specialist,83,full_time,swing,27,51820,0.91,0.1,true
97,1,15,,6,Chakradev Sodhi,escalation_specialist,83,full_time,swing,33,33480,0.95,0.08,true
98,1,15,,6,Banjeet Modi,escalation_specialist,83,full_time,day,2,28929,0.83,0.1,true
99,1,16,1,1,Jeet Patla,dark_store_manager,14,full_time,day,37,50421,1.13,0.05,true
100,1,17,1,1,Faris Sinha,inventory_lead,99,full_time,day,12,44188,1.08,0.05,true
101,1,18,1,1,Yashvi Bumb,fleet_manager,14,full_time,day,6,53563,1.02,0.08,true
102,1,16,1,1,Azaan Prabhakar,shift_lead,99,full_time,morning,8,30941,1.04,0.08,true
103,1,16,1,1,Pranav Prabhakar,shift_lead,99,full_time,evening,7,31388,0.87,0.08,true
104,1,16,1,1,Ayushman Chokshi,picker,99,full_time,morning,49,17222,0.91,0.08,true
105,1,16,1,1,Pavani Pai,picker,99,full_time,evening,5,22380,1.01,0.12,true
106,1,16,1,1,Veer Rao,picker,99,full_time,morning,36,19132,1.03,0.17,true
107,1,16,1,1,Benjamin Bassi,picker,99,full_time,evening,1,19657,1.03,0.14,true
108,1,16,1,1,Idika Taneja,picker,99,full_time,morning,31,19372,0.74,0.08,true
109,1,16,1,1,Tanish Tara,picker,99,full_time,evening,39,20490,0.95,0.15,true
110,1,16,1,1,Vanya Vig,picker,99,full_time,evening,36,19153,0.89,0.07,true
111,1,16,1,1,Simon Gala,picker,99,contract,morning,34,16821,0.82,0.05,true
112,1,16,1,1,Elijah Sanghvi,picker,99,contract,evening,5,23847,1.02,0.15,true
113,1,16,1,1,Aayush Kata,picker,99,contract,morning,18,23434,0.84,0.16,true
114,1,16,1,1,Harrison Basak,packer,99,contract,evening,19,21584,0.93,0.1,true
115,1,16,1,1,Priya Vora,packer,99,full_time,morning,45,23504,0.96,0.08,true
116,1,16,1,1,Yochana Karnik,packer,99,full_time,evening,26,21081,0.97,0.13,true
117,1,16,1,1,Ekani Chand,packer,99,contract,morning,41,19240,0.78,0.13,true
118,1,16,1,1,Sanya Mital,packer,99,contract,morning,14,23316,0.72,0.17,true
119,1,16,1,1,Brinda Bali,packer,99,contract,morning,47,17299,0.95,0.07,true
120,1,16,1,1,Charita Goel,packer,99,full_time,morning,33,19987,0.82,0.16,true
121,1,16,1,1,Parth Sankar,packer,99,contract,morning,24,17192,0.78,0.15,true
122,1,16,1,1,Yashoda Narayan,packer,99,full_time,evening,13,16762,1.08,0.15,true
123,1,16,1,1,Lajita Garde,packer,99,contract,evening,14,16027,0.85,0.08,true
124,1,17,1,1,Barkha Sarma,inventory_associate,100,contract,evening,32,18939,1.02,0.13,true
125,1,17,1,1,Hema Rajagopalan,inventory_associate,100,full_time,evening,42,19281,1.03,0.07,true
126,1,17,1,1,Caleb Andra,inventory_associate,100,contract,morning,51,18262,1.05,0.14,true
127,1,17,1,1,Anvi Dhingra,inventory_associate,100,full_time,morning,52,19740,0.89,0.05,true
128,1,17,1,1,Deepa Sandal,inventory_associate,100,full_time,morning,28,20771,0.91,0.13,true
129,1,19,2,1,Lavanya Taneja,dark_store_manager,14,full_time,day,18,44522,0.96,0.04,true
130,1,20,2,1,Alka Patel,inventory_lead,129,full_time,day,39,37059,0.9,0.09,true
131,1,21,2,1,Turvi Bal,fleet_manager,14,full_time,day,38,50019,1.07,0.05,true
132,1,19,2,1,Bimala Kade,shift_lead,129,full_time,morning,13,33056,0.85,0.09,true
133,1,19,2,1,Christopher Amble,shift_lead,129,full_time,evening,7,28966,0.94,0.09,true
134,1,19,2,1,Kala Bhat,picker,129,full_time,morning,47,21273,0.99,0.19,true
135,1,19,2,1,Yachana Bansal,picker,129,contract,morning,21,16071,0.97,0.05,true
136,1,19,2,1,Onkar Dubey,picker,129,full_time,morning,18,17916,0.97,0.09,true
137,1,19,2,1,Anamika Garde,picker,129,contract,morning,17,16491,0.8,0.06,true
138,1,19,2,1,Sanaya Batta,picker,129,full_time,evening,26,23073,0.95,0.13,true
139,1,19,2,1,Peter Bail,picker,129,full_time,evening,31,23710,1.0,0.08,true
140,1,19,2,1,Wahab Samra,picker,129,full_time,evening,30,16647,0.74,0.12,true
141,1,19,2,1,Lipika Kata,picker,129,contract,morning,51,23114,0.75,0.13,true
142,1,19,2,1,Kamya Salvi,picker,129,contract,morning,38,20356,1.09,0.07,true
143,1,19,2,1,Eesha Sarin,picker,129,full_time,morning,9,17524,0.88,0.13,true
144,1,19,2,1,Omya Varma,picker,129,contract,morning,10,18172,1.07,0.17,true
145,1,19,2,1,Guneet Chawla,picker,129,full_time,evening,14,21351,0.96,0.18,true
146,1,19,2,1,Laksh Vala,packer,129,contract,morning,7,22252,0.85,0.08,true
147,1,19,2,1,Ikbal Kannan,packer,129,full_time,evening,26,23994,0.97,0.14,true
148,1,19,2,1,Anjali Sekhon,packer,129,contract,evening,11,16027,0.97,0.18,true
149,1,19,2,1,Faras Narayanan,packer,129,full_time,evening,52,22596,0.76,0.18,true
150,1,19,2,1,Dayamai Narayan,packer,129,full_time,evening,29,22762,0.94,0.16,true
151,1,19,2,1,Lajita Wali,packer,129,contract,evening,32,22741,1.1,0.15,true
152,1,19,2,1,Lipika Chandra,packer,129,contract,morning,36,18842,1.03,0.15,true
153,1,19,2,1,Riya Ravi,packer,129,contract,evening,24,23358,0.83,0.14,true
154,1,20,2,1,Hredhaan Modi,inventory_associate,130,contract,evening,1,25798,0.95,0.07,true
155,1,20,2,1,Samar Sachdev,inventory_associate,130,full_time,evening,9,22752,0.94,0.05,true
156,1,20,2,1,Ekbal Lad,inventory_associate,130,full_time,morning,43,18461,0.83,0.08,true
157,1,22,3,1,Yadavi Ravi,dark_store_manager,14,full_time,day,32,61688,1.14,0.12,true
158,1,23,3,1,Harsh Sahota,inventory_lead,157,full_time,day,36,38969,0.96,0.08,true
159,1,24,3,1,Eiravati Walia,fleet_manager,14,full_time,day,47,38553,1.03,0.07,true
160,1,22,3,1,Dalbir Bhatia,shift_lead,157,full_time,evening,27,30442,0.97,0.1,true
161,1,22,3,1,Chandani Khanna,shift_lead,157,full_time,morning,16,36403,0.83,0.1,true
162,1,22,3,1,Geetika Chaudry,picker,157,full_time,morning,40,20416,1.06,0.16,true
163,1,22,3,1,Bina Rana,picker,157,full_time,morning,52,18191,1.02,0.13,true
164,1,22,3,1,Prisha Korpal,picker,157,full_time,morning,48,18376,0.72,0.12,true
165,1,22,3,1,Anamika Dara,picker,157,contract,evening,10,18486,1.04,0.07,true
166,1,22,3,1,Henry Balasubramanian,picker,157,full_time,morning,38,22513,0.74,0.1,true
167,1,22,3,1,Hema Shroff,picker,157,full_time,morning,32,20850,0.79,0.11,true
168,1,22,3,1,Pranit Sagar,picker,157,full_time,evening,2,22579,0.77,0.07,true
169,1,22,3,1,Warjas Pau,picker,157,full_time,evening,50,23183,1.0,0.06,true
170,1,22,3,1,Aarnav Iyengar,picker,157,full_time,morning,1,17098,1.03,0.19,true
171,1,22,3,1,Anay Chaudhari,picker,157,contract,morning,11,16271,0.96,0.12,true
172,1,22,3,1,Saksham Doshi,picker,157,contract,morning,14,17036,1.03,0.19,true
173,1,22,3,1,Jalsa Chowdhury,picker,157,full_time,morning,6,17714,0.75,0.13,true
174,1,22,3,1,Devansh Reddy,picker,157,contract,evening,7,21050,1.08,0.11,true
175,1,22,3,1,Aayush Bedi,picker,157,contract,evening,28,21531,0.83,0.07,true
176,1,22,3,1,Widisha Kalita,picker,157,contract,evening,14,21683,0.78,0.1,true
177,1,22,3,1,Siddharth Srivastava,packer,157,full_time,evening,32,23727,0.75,0.09,true
178,1,22,3,1,Chakradev Cherian,packer,157,contract,evening,20,18678,0.96,0.13,true
179,1,22,3,1,Jagdish Sani,packer,157,full_time,evening,8,16677,1.05,0.17,true
180,1,22,3,1,Harini Maharaj,packer,157,contract,morning,20,22924,0.9,0.2,true
181,1,22,3,1,Urvashi Ganesh,packer,157,full_time,morning,44,20474,0.88,0.13,true
182,1,22,3,1,Yamini Batta,packer,157,contract,evening,43,21596,1.07,0.16,true
183,1,22,3,1,Lipika Sani,packer,157,contract,morning,5,23075,0.88,0.16,true
184,1,22,3,1,Zarna Mammen,packer,157,contract,morning,15,21610,1.09,0.11,true
185,1,22,3,1,Niharika More,packer,157,full_time,morning,47,21460,0.86,0.16,true
186,1,23,3,1,Zilmil Wadhwa,inventory_associate,158,full_time,evening,21,25422,0.77,0.12,true
187,1,23,3,1,Gautami Khurana,inventory_associate,158,full_time,evening,46,22748,0.88,0.14,true
188,1,23,3,1,Vasudha Kata,inventory_associate,158,full_time,evening,17,24809,0.93,0.14,true
189,1,23,3,1,Mason Karpe,inventory_associate,158,full_time,morning,41,21843,0.87,0.06,true
190,1,23,3,1,Harita Gaba,inventory_associate,158,contract,morning,31,25357,1.0,0.05,true
191,1,25,4,1,Rehaan Nagarajan,dark_store_manager,14,full_time,day,18,49427,1.04,0.11,true
192,1,26,4,1,Forum Mittal,inventory_lead,191,full_time,day,22,45762,0.9,0.06,true
193,1,27,4,1,Matthew Palla,fleet_manager,14,full_time,day,28,36686,0.96,0.11,true
194,1,25,4,1,Omya Dhar,shift_lead,191,full_time,evening,20,28262,0.85,0.14,true
195,1,25,4,1,Forum Kala,shift_lead,191,full_time,morning,12,30679,0.86,0.05,true
196,1,25,4,1,Lakshmi Rajagopalan,picker,191,full_time,morning,32,18109,0.76,0.11,true
197,1,25,4,1,Warjas Dara,picker,191,contract,evening,15,17320,1.08,0.08,true
198,1,25,4,1,Sachi Hari,picker,191,full_time,evening,44,16736,0.79,0.07,true
199,1,25,4,1,Qushi Agrawal,picker,191,full_time,morning,47,16075,0.84,0.09,true
200,1,25,4,1,Ayushman Jha,picker,191,contract,morning,36,23673,1.08,0.12,true
201,1,25,4,1,Harshil Sekhon,picker,191,contract,morning,40,16777,0.97,0.17,true
202,1,25,4,1,Ryan Dugar,picker,191,contract,evening,30,23529,0.93,0.1,true
203,1,25,4,1,Aadhya Magar,picker,191,full_time,morning,21,19688,1.09,0.14,true
204,1,25,4,1,Samesh Srinivasan,picker,191,contract,evening,17,16199,1.09,0.09,true
205,1,25,4,1,Janani Srinivasan,picker,191,contract,evening,28,16410,1.09,0.18,true
206,1,25,4,1,Ethan Lalla,picker,191,full_time,evening,2,18257,1.08,0.07,true
207,1,25,4,1,Qushi Minhas,picker,191,contract,evening,3,17557,0.76,0.06,true
208,1,25,4,1,Bhavna Dhillon,picker,191,contract,morning,10,22827,1.07,0.07,true
209,1,25,4,1,Ronith Seshadri,picker,191,contract,morning,8,18858,0.92,0.16,true
210,1,25,4,1,Hema Wadhwa,picker,191,contract,evening,52,19414,0.8,0.1,true
211,1,25,4,1,Bhanumati Joshi,packer,191,contract,evening,52,22837,1.05,0.07,true
212,1,25,4,1,Arin Lad,packer,191,full_time,evening,19,20636,1.05,0.11,true
213,1,25,4,1,David Oak,packer,191,contract,evening,44,19107,0.88,0.17,true
214,1,25,4,1,Gaurav Gade,packer,191,full_time,morning,3,18691,0.92,0.1,true
215,1,25,4,1,Triveni Arya,packer,191,contract,morning,36,16223,0.75,0.12,true
216,1,25,4,1,Leena Sule,packer,191,full_time,evening,6,21028,0.96,0.16,true
217,1,25,4,1,Yasti Gandhi,packer,191,full_time,evening,44,20359,0.93,0.1,true
218,1,26,4,1,Ayushman Joshi,inventory_associate,192,contract,morning,10,20605,0.86,0.12,true
219,1,26,4,1,Kashish Anand,inventory_associate,192,full_time,evening,44,23359,1.04,0.1,true
220,1,26,4,1,Darika Raju,inventory_associate,192,contract,evening,15,19952,0.98,0.13,true
221,1,26,4,1,Lekha Thakur,inventory_associate,192,full_time,evening,49,24413,0.84,0.15,true
222,1,28,5,1,Nimrat Saxena,dark_store_manager,14,full_time,day,26,51389,0.98,0.11,true
223,1,29,5,1,Rajata Dixit,inventory_lead,222,full_time,day,31,41569,0.87,0.05,true
224,1,30,5,1,Vamakshi Kant,fleet_manager,14,full_time,day,17,49944,0.97,0.09,true
225,1,28,5,1,Sachi Barad,shift_lead,222,full_time,morning,48,25510,0.89,0.11,true
226,1,28,5,1,Baghyawati Venkataraman,shift_lead,222,full_time,evening,49,33913,0.98,0.09,true
227,1,28,5,1,Netra Sachar,picker,222,full_time,morning,35,16766,0.76,0.17,true
228,1,28,5,1,Pallavi Sant,picker,222,contract,evening,4,17270,0.85,0.12,true
229,1,28,5,1,Dalbir Kari,picker,222,contract,morning,19,17408,0.82,0.08,true
230,1,28,5,1,Balendra Babu,picker,222,contract,evening,17,19303,0.97,0.17,true
231,1,28,5,1,Patrick Chana,picker,222,contract,morning,34,16364,0.73,0.07,true
232,1,28,5,1,Kabir Krishnamurthy,picker,222,contract,evening,44,21366,1.09,0.16,true
233,1,28,5,1,Rachit Prabhu,picker,222,contract,morning,30,17515,1.01,0.18,true
234,1,28,5,1,Abha Butala,picker,222,contract,evening,10,19466,0.89,0.07,true
235,1,28,5,1,Ekbal Choudhary,packer,222,contract,morning,35,23394,0.88,0.17,true
236,1,28,5,1,Lavanya More,packer,222,full_time,morning,8,21253,0.86,0.1,true
237,1,28,5,1,Hredhaan Seshadri,packer,222,full_time,evening,44,22388,0.97,0.11,true
238,1,28,5,1,Chameli Prabhu,packer,222,full_time,evening,14,21127,0.81,0.1,true
239,1,28,5,1,Yash Agrawal,packer,222,contract,evening,50,16910,1.01,0.06,true
240,1,28,5,1,Wishi Chakrabarti,packer,222,contract,evening,35,23787,1.0,0.09,true
241,1,29,5,1,Urishilla Bora,inventory_associate,223,contract,evening,39,19012,1.05,0.06,true
242,1,29,5,1,Devansh Sharaf,inventory_associate,223,full_time,morning,36,21504,0.93,0.13,true
243,1,29,5,1,Gavin Raja,inventory_associate,223,full_time,morning,23,20351,0.92,0.05,true
244,1,31,6,1,Veer Misra,dark_store_manager,14,full_time,day,39,53461,1.1,0.09,true
245,1,32,6,1,Sanya Varma,inventory_lead,244,full_time,day,15,32330,0.91,0.07,true
246,1,33,6,1,Rohan Bajwa,fleet_manager,14,full_time,day,12,48130,0.87,0.08,true
247,1,31,6,1,Nisha Bassi,shift_lead,244,full_time,evening,6,34832,1.06,0.07,true
248,1,31,6,1,Liam Chokshi,shift_lead,244,full_time,morning,37,26979,0.93,0.09,true
249,1,31,6,1,Pooja Randhawa,picker,244,contract,evening,1,21612,1.09,0.12,true
250,1,31,6,1,Bhavika Rajan,picker,244,full_time,morning,17,23804,1.08,0.13,true
251,1,31,6,1,Timothy Deshpande,picker,244,full_time,evening,43,20041,0.88,0.16,true
252,1,31,6,1,Anya Kibe,picker,244,contract,morning,2,17361,0.76,0.11,true
253,1,31,6,1,Advika Walla,picker,244,full_time,evening,49,18808,0.73,0.09,true
254,1,31,6,1,Chatresh Raju,picker,244,contract,morning,52,22696,1.0,0.09,true
255,1,31,6,1,Devansh Gupta,picker,244,full_time,morning,35,16684,0.92,0.14,true
256,1,31,6,1,Indira Gulati,picker,244,contract,evening,23,22413,0.93,0.14,true
257,1,31,6,1,Daksha Ramanathan,picker,244,full_time,evening,30,20605,1.04,0.08,true
258,1,31,6,1,Ekani Lad,packer,244,full_time,evening,23,16792,0.93,0.17,true
259,1,31,6,1,Liam Nagar,packer,244,full_time,evening,28,20783,0.83,0.07,true
260,1,31,6,1,Advay Konda,packer,244,full_time,evening,7,18210,1.09,0.17,true
261,1,31,6,1,Tanish Sanghvi,packer,244,contract,morning,40,18915,0.75,0.15,true
262,1,31,6,1,Waida Rau,packer,244,full_time,evening,38,23209,0.95,0.17,true
263,1,31,6,1,Logan Randhawa,packer,244,full_time,evening,36,17895,1.07,0.07,true
264,1,32,6,1,Chaaya Mital,inventory_associate,245,contract,morning,39,25590,0.79,0.14,true
265,1,32,6,1,Tanveer Ahuja,inventory_associate,245,contract,evening,44,25668,0.84,0.05,true
266,1,32,6,1,Jatin Dutt,inventory_associate,245,contract,evening,25,19775,0.89,0.1,true
267,1,34,7,1,Isaiah Parmar,dark_store_manager,14,full_time,day,43,58272,1.14,0.12,true
268,1,35,7,1,Caleb Upadhyay,inventory_lead,267,full_time,day,33,39288,1.01,0.06,true
269,1,36,7,1,Anvi Nadig,fleet_manager,14,full_time,day,14,50969,1.0,0.07,true
270,1,34,7,1,Kamya Dhingra,shift_lead,267,full_time,morning,34,28736,0.84,0.1,true
271,1,34,7,1,Oscar Venkatesh,shift_lead,267,full_time,morning,1,34622,0.85,0.13,true
272,1,34,7,1,Samaksh Chander,picker,267,full_time,morning,12,20146,0.73,0.1,true
273,1,34,7,1,Theodore Sinha,picker,267,full_time,evening,39,17412,0.83,0.17,true
274,1,34,7,1,Shivansh Aggarwal,picker,267,contract,morning,40,21244,0.95,0.08,true
275,1,34,7,1,Xiti Karan,picker,267,full_time,morning,14,16162,0.85,0.14,true
276,1,34,7,1,Rajeshri Tandon,picker,267,full_time,evening,36,22064,0.97,0.13,true
277,1,34,7,1,Vivaan Date,picker,267,full_time,evening,6,23361,1.01,0.09,true
278,1,34,7,1,Qushi Dugar,picker,267,full_time,evening,39,22582,0.75,0.15,true
279,1,34,7,1,Tristan Samra,picker,267,contract,evening,38,17934,0.97,0.08,true
280,1,34,7,1,Azad Suri,picker,267,full_time,morning,26,22469,0.75,0.15,true
281,1,34,7,1,Lohit Kala,picker,267,full_time,morning,44,20084,0.74,0.13,true
282,1,34,7,1,Finn Khurana,picker,267,contract,morning,9,23068,1.09,0.18,true
283,1,34,7,1,Pooja Nigam,picker,267,contract,evening,14,21684,0.78,0.13,true
284,1,34,7,1,Ucchal Mahal,packer,267,full_time,evening,20,17549,1.03,0.14,true
285,1,34,7,1,Victor Butala,packer,267,contract,morning,40,16141,0.98,0.16,true
286,1,34,7,1,Ronith Bandi,packer,267,contract,morning,48,20358,0.99,0.09,true
287,1,34,7,1,Nathaniel Borde,packer,267,contract,evening,42,16761,1.02,0.14,true
288,1,34,7,1,Henry Kale,packer,267,full_time,morning,15,19131,0.97,0.1,true
289,1,34,7,1,Keya Char,packer,267,contract,evening,34,17700,0.88,0.15,true
290,1,34,7,1,Sanya Dewan,packer,267,full_time,evening,25,20908,1.09,0.18,true
291,1,34,7,1,Yasti Morar,packer,267,full_time,evening,28,23665,1.03,0.17,true
